player_id,player_name,firstname,lastname,number,position,age,birth_date,birth_place,birth_country,nationality,height,weight,injured,rating,Our_rating,team_id,team_name,league_id,league,season,captain,shots/total,shots/on,goals/total,goals/conceded,goals/assists,goals/saves,passes/total,passes/key,passes/accuracy,tackles/total,tackles/blocks,tackles/interceptions,duels/total,duels/won,dribbles/attempts,dribbles/success,fouls/drawn,fouls/committed,cards/yellow,cards/yellowred,cards/red,penalty/won,penalty/commited,penalty/success,penalty/missed,penalty/saved,games/appearences,games/minutes_played,games/lineups,substitutes/in,substitutes/out,substitutes/bench
59,Morata,Álvaro Borja,Morata Martín,,Attacker,29,23/10/1992,Madrid,Spain,Spain,190 cm,84 kg,,7.043333000000001,7.388175499256275,49,Chelsea,37,Premier League,2017-2018,0,79,34,11,0,6,0,422,35,75,13,4,6,348,143,59,32,44,41,7,0,0,0,0,0,0,0,31,2066,24,7,12,7
30531,J. Boga,Jeremie,Boga,,Attacker,24,03/01/1997,Marseille,France,Côte d'Ivoire,172 cm,68 kg,,6.5,6.739608505980144,49,Chelsea,37,Premier League,2017-2018,0,0,0,0,0,0,0,4,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,1,0,1,0
2286,D. Zappacosta,Davide,Zappacosta,,Defender,29,11/06/1992,Sora,Italy,Italy,185 cm,70 kg,,6.742857000000001,6.740919059504419,49,Chelsea,37,Premier League,2017-2018,0,25,11,1,0,1,0,378,13,77,26,2,6,132,64,37,14,10,7,0,0,0,0,0,0,0,0,22,1095,12,10,7,19
730,T. Courtois,Thibaut,Courtois,,Goalkeeper,29,11/05/1992,Bree,Belgium,Belgium,199 cm,96 kg,,6.865714,6.33119595973817,49,Chelsea,37,Premier League,2017-2018,0,0,0,0,34,0,76,693,0,70,0,0,0,10,7,0,0,3,2,2,0,0,0,0,0,0,0,35,3150,35,0,0,0
2296,E. Hazard,Eden,Hazard,,Attacker,30,07/01/1991,La Louvière,Belgium,Belgium,175 cm,74 kg,,7.817647,8.30980673583791,49,Chelsea,37,Premier League,2017-2018,0,71,37,12,0,4,0,1144,84,82,6,0,3,422,261,200,165,82,13,2,0,0,1,0,2,0,0,34,2433,28,6,17,7
2279,E. Ampadu,Ethan,Ampadu,,Defender,21,14/09/2000,Exeter,England,Wales,183 cm,78 kg,,6.7,6.72461178850937,49,Chelsea,37,Premier League,2017-2018,0,0,0,0,0,0,0,19,0,100,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,12
18902,Kenedy,Robert Kenedy,Nunes do Nascimento,,Midfielder,25,08/02/1996,Santa Rita do Sapucaí,Brazil,Brazil,182 cm,77 kg,,6.907692,6.897544720556445,49,Chelsea,37,Premier League,2017-2018,0,23,5,0,0,2,0,272,14,76,31,1,15,160,70,34,17,20,15,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2275,W. Caballero,Wilfredo Daniel,Caballero,,Goalkeeper,40,28/09/1981,Entre Ríos,Argentina,Argentina,186 cm,81 kg,,6.566666000000001,6.646578648630862,49,Chelsea,37,Premier League,2017-2018,0,0,0,0,4,0,7,61,0,72,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,270,3,0,0,35
2285,A. Rüdiger,Antonio,Rüdiger,,Defender,28,03/03/1993,Berlin,Germany,Germany,190 cm,85 kg,,7.003703,6.693527364211276,49,Chelsea,37,Premier League,2017-2018,0,16,4,2,0,1,0,1529,3,87,31,15,24,210,111,10,8,14,26,4,0,0,0,0,0,0,0,27,2336,25,2,0,11
2278,Marcos Alonso,Marcos,Alonso Mendoza,,Defender,31,28/12/1990,Madrid,Spain,Spain,188 cm,84 kg,,7.127272,7.245036845158033,49,Chelsea,37,Premier League,2017-2018,0,65,23,7,0,2,0,1070,34,78,51,5,47,295,158,33,17,31,26,6,0,0,0,0,0,0,0,33,2860,33,0,5,1
2282,A. Christensen,Andreas,Christensen,,Defender,25,10/04/1996,Lillerød,Denmark,Denmark,188 cm,78 kg,,7.096,6.715773734110412,49,Chelsea,37,Premier League,2017-2018,0,12,1,0,0,0,0,1260,4,92,26,17,38,138,98,5,5,13,8,0,0,0,0,0,0,0,0,27,2071,23,4,6,13
2280,Azpilicueta,César,Azpilicueta Tanco,,Defender,32,28/08/1989,Pamplona,Spain,Spain,178 cm,76 kg,,7.354054,6.999007701644354,49,Chelsea,37,Premier League,2017-2018,14,13,3,2,0,6,0,2395,32,84,80,22,54,293,179,9,6,13,25,1,0,0,0,0,0,0,0,37,3330,37,0,0,1
2284,Emerson,Emerson,Palmieri dos Santos,,Defender,27,03/08/1994,Santos,Brazil,Italy,176 cm,63 kg,,6.72,6.715900254753907,49,Chelsea,37,Premier League,2017-2018,0,2,2,0,0,1,0,105,1,64,6,0,2,27,18,8,5,5,3,0,0,0,0,0,0,0,0,5,279,3,2,1,9
2290,N. Kanté,N'Golo,Kanté,,Midfielder,30,29/03/1991,Paris,France,France,168 cm,68 kg,,7.144117,7.040556396730083,49,Chelsea,37,Premier League,2017-2018,0,25,5,1,0,1,0,1921,41,88,113,4,86,369,191,57,47,15,41,3,0,0,0,0,0,0,0,34,2998,34,0,4,0
2288,D. Drinkwater,Daniel Noel,Drinkwater,,Midfielder,31,05/03/1990,Manchester,England,England,178 cm,79 kg,,6.7,6.751927660907129,49,Chelsea,37,Premier League,2017-2018,0,6,2,1,0,0,0,331,5,84,15,2,8,52,22,4,3,4,10,0,0,0,0,0,0,0,0,12,522,5,7,2,15
2295,O. Giroud,Olivier,Giroud,,Attacker,35,30/09/1986,Chambéry,France,France,192 cm,93 kg,,6.84375,6.8720089434580665,49,Chelsea,37,Premier League,2017-2018,0,18,6,3,0,0,0,95,7,65,5,0,1,65,31,1,1,2,7,0,0,0,0,0,0,0,0,13,610,6,7,4,7
2298,C. Hudson-Odoi,Callum,Hudson-Odoi,,Attacker,21,07/11/2000,,England,England,182 cm,76 kg,,7.0,6.750894583615026,49,Chelsea,37,Premier League,2017-2018,0,2,1,0,0,0,0,12,0,75,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,2,27,0,2,0,4
902,N. Matić,Nemanja,Matić,,Midfielder,33,01/08/1988,Šabac,Serbia,Serbia,194 cm,85 kg,,7.113888,7.305775196987601,49,Chelsea,37,Premier League,2017-2018,0,18,3,0,0,1,0,2281,25,86,70,13,64,350,202,65,54,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,R. Barkley,Ross,Barkley,,Midfielder,28,05/12/1993,Liverpool,England,England,189 cm,76 kg,,6.6,6.747151988417324,49,Chelsea,37,Premier League,2017-2018,0,2,1,0,0,0,0,38,2,75,0,1,0,16,8,6,5,1,1,0,0,0,0,0,0,0,0,2,131,2,0,2,6
2283,David Luiz,David Luiz,Moreira Marinho,,Defender,34,22/04/1987,Diadema,Brazil,Brazil,189 cm,84 kg,,6.94,6.709711663734567,49,Chelsea,37,Premier League,2017-2018,0,11,4,1,0,0,0,420,1,84,18,5,24,95,51,5,3,15,12,4,0,1,0,0,0,0,0,10,839,9,1,0,4
2294,Willian,Willian,Borges da Silva,,Attacker,33,09/08/1988,Ribeirão Pires,Brazil,Brazil,175 cm,77 kg,,7.272222,7.568676049756879,49,Chelsea,37,Premier League,2017-2018,0,54,25,6,0,7,0,741,62,76,22,1,10,240,135,98,67,36,10,1,0,0,1,0,1,0,0,36,1883,20,16,9,17
2281,G. Cahill,Gary,Cahill,,Defender,36,19/12/1985,Dronfield,England,England,193 cm,86 kg,,6.877777,6.6841892167178045,49,Chelsea,37,Premier League,2017-2018,24,10,3,0,0,0,0,1184,3,88,29,14,27,202,141,4,4,17,17,1,0,1,0,0,0,0,0,27,2084,24,3,1,10
2927,M. Batshuayi,Michy,Batshuayi Tunga,,Attacker,28,02/10/1993,Brussel,Belgium,Belgium,184 cm,74 kg,,6.7,6.775001465872305,49,Chelsea,37,Premier League,2017-2018,0,13,5,2,0,1,0,67,1,73,5,0,1,49,20,6,5,3,4,0,0,0,0,0,0,0,0,12,353,3,9,2,18
90488,Yohan Cabaye,Yohan,Cabaye,,Midfielder,34,14/01/1986,Tourcoing,France,France,174 cm,71 kg,,6.874192999999999,6.963030257291428,52,Crystal Palace,37,Premier League,2017-2018,1,38,12,0,0,1,0,1068,42,81,71,4,79,273,110,23,10,23,35,7,0,0,0,0,0,0,0,31,2388,28,3,15,5
18837,Julián Speroni,Julián,Speroni,,Goalkeeper,40,18/05/1979,Buenos Aires,Argentina,Argentina,186 cm,87 kg,,6.754544999999999,6.568569662065819,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,14,0,31,130,0,46,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,11,990,11,0,0,18
18841,P. Souaré,Pape,N'Diaye Souaré,,Defender,30,06/06/1990,Mbao,Senegal,Senegal,178 cm,68 kg,,6.3,6.7116218074462015,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,0,0,0,8,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,17
69388,Damien Delaney,Damien,Delaney,,Defender,39,20/07/1981,Douglas,Republic of Ireland,Republic of Ireland,191 cm,89 kg,,5.85,6.691881633532692,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,0,0,0,30,0,40,0,0,3,7,3,1,1,0,0,0,0,0,0,0,0,0,0,2,95,1,1,0,9
2905,Lee Chung-Yong,Chung-Yong,Lee,,Attacker,32,02/07/1988,Seoul,Korea Republic,Korea Republic,180 cm,70 kg,,6.475,6.700498461658179,52,Crystal Palace,37,Premier League,2017-2018,0,1,0,0,0,0,0,55,2,73,2,0,2,16,8,2,2,2,1,0,0,0,0,0,0,0,0,7,130,1,6,1,24
8492,A. Sørloth,Alexander,Sørloth,,Attacker,26,05/12/1995,Trondheim,Norway,Norway,193 cm,90 kg,,6.925,6.771884441220866,52,Crystal Palace,37,Premier League,2017-2018,0,7,3,0,0,0,0,65,6,60,6,0,2,84,39,12,11,2,6,0,0,0,0,0,0,0,0,4,360,4,0,0,5
19052,Jason Puncheon,Jason,Puncheon,,Midfielder,34,18/06/1986,London,England,England,173 cm,70 kg,,6.5,6.739346379399446,52,Crystal Palace,37,Premier League,2017-2018,6,10,2,0,0,0,0,200,5,75,13,0,5,65,24,5,4,3,14,5,0,0,0,0,0,0,0,10,570,6,4,3,13
18855,L. Lumeka,Levi Jeremiah,Lumeka,,Attacker,23,05/09/1998,,England,England,170 cm,,,6.3,6.718747092523754,52,Crystal Palace,37,Premier League,2017-2018,0,1,0,0,0,0,0,5,0,71,1,0,1,6,2,3,1,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,1
38700,Sullay Kaikai,Sullay,Kaikai,,Midfielder,25,26/08/1995,London,England,England,182 cm,73 kg,,7.2,6.728014649806293,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,0,0,0,4,0,66,1,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1,13,0,1,0,5
19018,T. Fosu-Mensah,Timothy Evans,Fosu-Mensah,,Defender,23,02/01/1998,Amsterdam,Netherlands,Netherlands,190 cm,78 kg,,6.74,6.65675993952519,52,Crystal Palace,37,Premier League,2017-2018,0,8,0,0,0,0,0,456,6,74,42,9,31,151,85,18,11,13,18,2,0,0,0,0,0,0,0,21,1594,17,4,2,13
18846,A. Wan-Bissaka,Aaron,Wan-Bissaka,,Defender,24,26/11/1997,London,England,England,183 cm,72 kg,,7.414285,6.765006530563775,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,0,0,0,148,3,65,29,7,15,78,54,15,13,3,2,1,0,0,0,0,0,0,0,7,628,7,0,1,7
2292,R. Loftus-Cheek,Ruben,Loftus-Cheek,,Midfielder,25,23/01/1996,London,England,England,191 cm,88 kg,,6.913042999999999,6.91622002174426,52,Crystal Palace,37,Premier League,2017-2018,0,32,7,2,0,3,0,596,26,80,22,2,23,367,188,109,72,62,17,1,0,0,1,0,0,0,0,24,1875,21,3,4,3
18836,W. Hennessey,Wayne,Hennessey,,Goalkeeper,34,24/01/1987,Bangor,Wales,Wales,198 cm,90 kg,,6.811111,6.411870191262041,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,41,0,91,317,1,46,0,0,2,10,10,0,0,2,0,1,0,0,0,0,0,0,0,27,2430,27,0,0,9
18847,J. Ward,Joel,Ward,,Defender,32,29/10/1989,Portsmouth,England,England,188 cm,83 kg,,6.878947,6.709366249860081,52,Crystal Palace,37,Premier League,2017-2018,0,5,1,0,0,1,0,488,8,71,34,11,29,182,104,14,8,29,25,4,0,0,0,0,0,0,0,19,1616,19,0,3,4
18845,P. van Aanholt,Patrick,van Aanholt,,Defender,31,29/08/1990,'s-Hertogenbosch,Netherlands,Netherlands,176 cm,74 kg,,6.971428,7.031897973356142,52,Crystal Palace,37,Premier League,2017-2018,0,33,11,5,0,1,0,679,18,70,47,5,47,152,89,30,25,10,18,7,0,0,0,0,0,0,0,28,2185,25,3,4,11
18844,J. Tomkins,James,Tomkins,,Defender,32,29/03/1989,Basildon,England,England,192 cm,74 kg,,7.192857000000001,6.797849693859039,52,Crystal Palace,37,Premier League,2017-2018,0,23,10,3,0,0,0,722,1,78,47,12,66,285,182,6,6,14,20,8,0,0,0,1,0,0,0,28,2388,27,1,2,7
18839,S. Dann,Scott,Dann,,Defender,34,14/02/1987,Liverpool,England,England,188 cm,76 kg,,6.8,6.7785826330887025,52,Crystal Palace,37,Premier League,2017-2018,11,19,5,1,0,0,0,452,5,78,10,14,23,125,68,7,7,3,12,4,0,0,0,1,0,0,0,17,1435,16,1,1,3
18842,M. Sakho,Mamadou,Sakho,,Defender,31,13/02/1990,Paris,France,France,187 cm,83 kg,,6.957894,6.682834981174185,52,Crystal Palace,37,Premier League,2017-2018,4,3,1,1,0,2,0,633,2,85,21,11,30,126,75,8,6,9,3,1,0,0,0,0,0,0,0,19,1600,18,1,1,3
18843,J. Schlupp,Jeffrey,Schlupp,,Defender,29,23/12/1992,Hamburg,Germany,Ghana,178 cm,72 kg,,6.729166,6.680604664915221,52,Crystal Palace,37,Premier League,2017-2018,0,15,2,0,0,1,0,485,12,74,57,8,24,242,116,23,13,8,18,3,0,0,0,0,0,0,0,24,1748,21,3,6,6
18840,M. Kelly,Martin,Kelly,,Defender,31,27/04/1990,Bolton,England,England,191 cm,77 kg,,6.62,6.629783611666695,52,Crystal Palace,37,Premier League,2017-2018,0,5,2,0,0,0,0,254,2,71,19,11,9,110,52,3,2,4,8,1,0,0,0,0,0,0,0,15,1194,12,3,2,16
18852,L. Milivojević,Luka,Milivojević,,Midfielder,30,07/04/1991,Kragujevac,Serbia,Serbia,186 cm,80 kg,,7.044444,7.177019227550077,52,Crystal Palace,37,Premier League,2017-2018,16,42,17,10,0,1,0,1321,21,78,86,12,71,392,195,37,28,33,69,8,0,0,0,0,7,1,0,36,3082,35,1,3,2
18854,A. Townsend,Andros,Townsend,,Midfielder,30,16/07/1991,London,England,England,181 cm,77 kg,,7.194444,7.37312153487211,52,Crystal Palace,37,Premier League,2017-2018,0,62,14,2,0,7,0,804,68,77,60,1,35,377,193,121,84,46,10,3,0,0,2,0,0,0,0,36,3128,35,1,9,2
18849,J. McArthur,James,McArthur,,Midfielder,34,07/10/1987,Glasgow,Scotland,Scotland,178 cm,75 kg,,6.696969,6.895942054867598,52,Crystal Palace,37,Premier League,2017-2018,0,30,11,5,0,1,0,846,21,77,58,2,36,336,151,38,27,28,45,5,0,0,0,0,0,0,0,33,2434,27,6,9,8
18853,J. Riedewald,Jaïro,Riedewald,,Midfielder,25,09/09/1996,Haarlem,Netherlands,Netherlands,182 cm,79 kg,,6.636363,6.655536911470751,52,Crystal Palace,37,Premier League,2017-2018,0,1,0,0,0,0,0,123,0,79,11,1,12,29,18,3,3,0,3,0,0,0,0,0,0,0,0,12,434,4,8,0,25
3247,W. Zaha,Wilfried,Zaha,,Attacker,29,10/11/1992,Abidjan,Côte d'Ivoire,Côte d'Ivoire,180 cm,66 kg,,7.182758,7.265724107810864,52,Crystal Palace,37,Premier League,2017-2018,0,64,26,9,0,3,0,469,54,74,30,0,6,493,228,196,118,76,45,5,0,0,4,0,0,0,0,29,2550,28,1,2,1
2928,C. Benteke,Christian,Benteke Liolo,,Attacker,31,03/12/1990,Kinshasa,Congo DR,Belgium,190 cm,83 kg,,6.851611999999999,7.073175832371677,52,Crystal Palace,37,Premier League,2017-2018,0,60,21,3,0,5,0,379,28,56,10,3,3,568,289,26,16,27,48,6,0,0,2,0,1,1,0,31,2236,24,7,3,7
20415,F. Ladapo,Freddie,Ladapo,,Attacker,28,01/02/1993,Romford,England,England,183 cm,80 kg,,6.7,6.72709728315184,52,Crystal Palace,37,Premier League,2017-2018,0,0,0,0,0,0,0,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,0,2
19153,G. Barry,Gareth,Barry,,Midfielder,39,23/02/1981,Hastings,England,England,183 cm,78 kg,,6.78,7.053593164737441,45,Everton,37,Premier League,2017-2018,1,16,6,0,0,1,0,709,17,75,35,11,14,218,106,11,10,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37146,R. Martina,Rhu-endly,Martina,,Defender,31,25/09/1989,Rotterdam,Netherlands,Curaçao,185 cm,77 kg,,6.923808999999999,6.658751929938142,45,Everton,37,Premier League,2017-2018,0,2,1,0,0,2,0,608,13,75,61,4,42,185,94,4,2,9,26,1,0,0,0,0,0,0,0,21,1830,20,1,1,15
19500,Ashley Williams,Ashley,Williams,,Defender,36,23/08/1984,Wolverhampton,England,Wales,183 cm,77 kg,,6.873913000000001,6.602953694911042,45,Everton,37,Premier League,2017-2018,4,13,3,1,0,0,0,591,3,74,23,23,36,154,81,2,2,4,25,3,0,1,0,2,0,0,0,24,1833,20,4,3,9
19009,O. Niasse,El-Hadji Baye Oumar,Niasse,,Attacker,30,18/04/1990,Ouakam,Senegal,Senegal,182 cm,75 kg,,6.872727,6.932378219693325,45,Everton,37,Premier League,2017-2018,0,37,18,8,0,2,0,156,11,57,10,2,2,230,79,36,20,15,31,2,0,0,1,0,0,0,0,22,1081,10,12,6,20
18757,L. Baines,Leighton,Baines,,Defender,36,11/12/1984,Kirkby,England,England,170 cm,74 kg,,6.954545,6.881794480413276,45,Everton,37,Premier League,2017-2018,3,7,4,2,0,3,0,604,24,79,25,6,25,112,64,14,8,17,7,1,0,0,0,0,2,0,0,22,1910,22,0,2,1
50773,W. Rooney,Wayne Mark,Rooney,,Attacker,35,24/10/1985,Liverpool,England,England,176 cm,82 kg,,6.909677,7.137453218883396,45,Everton,37,Premier League,2017-2018,8,45,17,10,0,2,0,903,35,76,28,6,17,250,80,23,9,18,35,5,0,0,0,1,3,3,0,31,2283,27,4,20,7
842,Nikola Vlašić,Nikola,Vlašić,,Midfielder,23,04/10/1997,Split,Croatia,Croatia,188 cm,84 kg,,6.54,6.759347042723817,45,Everton,37,Premier League,2017-2018,0,5,1,0,0,0,0,150,12,68,9,2,9,79,34,19,13,7,7,0,0,0,0,0,0,0,0,12,575,7,5,4,10
2990,I. Gueye,Idrissa Gana,Gueye,,Midfielder,31,26/09/1989,Dakar,Senegal,Senegal,174 cm,66 kg,,7.027272,6.894236871562257,45,Everton,37,Premier League,2017-2018,0,23,7,2,0,1,0,1327,16,83,117,9,63,392,220,27,18,52,50,7,1,0,0,0,0,0,0,33,2757,32,1,7,2
18764,M. Schneiderlin,Morgan,Schneiderlin,,Midfielder,31,08/11/1989,Zellwiller,France,France,181 cm,75 kg,,6.683333,6.5635947861683945,45,Everton,37,Premier League,2017-2018,0,5,0,0,0,0,0,949,7,80,58,7,61,237,116,11,6,17,39,6,1,0,0,1,0,0,0,30,2128,24,6,4,10
25321,D. Klaassen,Davy,Klaassen,,Midfielder,27,21/02/1993,Hilversum,Netherlands,Netherlands,179 cm,70 kg,,6.457142,6.70798513339236,45,Everton,37,Premier League,2017-2018,0,2,2,0,0,0,0,79,2,77,3,1,1,20,7,1,0,2,5,0,0,0,0,0,0,0,0,7,250,3,4,3,9
18759,P. Jagielka,Phil,Jagielka,,Defender,39,17/08/1982,Sale,England,England,180 cm,87 kg,,6.908,6.659144544574089,45,Everton,37,Premier League,2017-2018,23,7,2,0,0,0,0,733,1,69,33,20,39,181,114,2,1,15,8,2,0,0,0,0,0,0,0,25,2065,23,2,2,7
30412,K. Mirallas,Kevin,Mirallas,,Midfielder,34,05/10/1987,Liège,Belgium,Belgium,182 cm,72 kg,,6.525,6.7399392062401775,45,Everton,37,Premier League,2017-2018,0,4,2,0,0,0,0,44,1,77,4,0,0,18,10,3,2,2,1,1,0,0,0,0,0,0,0,5,138,2,3,2,6
18925,A. Lennon,Aaron,Lennon,,Midfielder,34,16/04/1987,Chapeltown,England,England,165 cm,63 kg,,6.578571000000001,6.702673159533471,45,Everton,37,Premier League,2017-2018,0,10,4,0,0,2,0,194,7,71,20,5,8,115,46,19,10,12,10,0,0,0,0,0,0,0,0,15,794,9,6,7,6
1688,Ramiro Funes Mori,José Ramiro,Funes Mori,,Defender,30,05/03/1991,Mendoza,Argentina,Argentina,186 cm,79 kg,,6.7,6.716311212290359,45,Everton,37,Premier League,2017-2018,0,1,0,0,0,0,0,41,0,69,0,1,3,16,8,0,0,2,3,1,0,0,0,0,0,0,0,4,119,1,3,1,6
90498,E. Mangala,Eliaquim,Mangala,,Defender,30,13/02/1991,Colombes,France,France,188 cm,84 kg,,5.95,6.727451491904285,45,Everton,37,Premier League,2017-2018,0,1,0,0,0,0,0,58,0,84,2,0,1,13,6,2,2,0,1,0,0,0,0,0,0,0,0,2,135,2,0,1,0
47324,Sandro Ramírez,Sandro,Ramírez Castillo,,Attacker,26,09/07/1995,Las Palmas,Spain,Spain,175 cm,71 kg,,6.514285,6.7067279877723465,45,Everton,37,Premier League,2017-2018,0,9,1,0,0,0,0,66,1,86,2,0,1,33,14,7,3,7,1,0,0,0,0,0,0,0,0,8,276,3,5,3,9
2932,J. Pickford,Jordan,Pickford,,Goalkeeper,27,07/03/1994,Washington,England,England,185 cm,77 kg,,6.786842,6.325646913939473,45,Everton,37,Premier League,2017-2018,0,1,0,0,58,0,121,517,3,44,0,0,2,26,22,0,0,6,1,0,0,0,0,0,0,0,1,38,3420,38,0,0,0
18760,J. Kenny,Jonjoe,Kenny,,Defender,24,15/03/1997,Liverpool,England,England,176 cm,67 kg,,6.773683999999999,6.640422336657591,45,Everton,37,Premier League,2017-2018,0,3,1,0,0,1,0,402,10,65,41,7,28,164,89,16,6,4,17,2,0,0,1,0,0,0,0,19,1588,17,2,0,7
19150,M. Holgate,Mason,Holgate,,Defender,25,22/10/1996,Doncaster,England,England,184 cm,63 kg,,6.921428,6.695603542455057,45,Everton,37,Premier League,2017-2018,0,6,2,0,0,0,0,320,7,64,23,9,23,143,75,12,8,12,12,3,0,0,0,0,0,0,0,15,1182,13,2,0,14
2934,M. Keane,Michael,Keane,,Defender,28,11/01/1993,Stockport,England,England,191 cm,82 kg,,6.876666,6.677655171679841,45,Everton,37,Premier League,2017-2018,0,15,1,0,0,1,0,899,4,75,33,28,53,310,177,7,7,10,21,3,0,0,0,0,0,0,0,30,2561,29,1,2,5
18758,S. Coleman,Séamus,Coleman,,Defender,33,11/10/1988,Donegal,Republic of Ireland,Republic of Ireland,177 cm,67 kg,,6.916666,6.760376082299225,45,Everton,37,Premier League,2017-2018,0,5,2,0,0,1,0,261,7,73,14,12,12,111,67,36,25,13,3,0,0,0,0,0,0,0,0,12,1036,12,0,1,0
2795,G. Sigurðsson,Gylfi Þór,Sigurðsson,,Midfielder,32,08/09/1989,Reykjavík,Iceland,Iceland,186 cm,79 kg,,6.892592,7.076765128683057,45,Everton,37,Premier League,2017-2018,0,39,12,4,0,3,0,524,38,73,38,7,34,226,93,31,20,16,19,2,0,0,0,0,0,0,0,27,2262,25,2,5,4
18762,T. Davies,Tom,Davies,,Midfielder,23,30/06/1998,Liverpool,England,England,180 cm,70 kg,,6.540625,6.704757854328128,45,Everton,37,Premier League,2017-2018,0,21,3,2,0,1,0,539,11,77,30,5,24,279,117,37,26,43,38,7,0,0,0,0,0,0,0,33,1899,20,13,12,15
19236,M. Bešić,Muhamed,Bešić,,Midfielder,29,10/09/1992,Berlin,Germany,Bosnia and Herzegovina,180 cm,80 kg,,6.8,6.722775162403301,45,Everton,37,Premier League,2017-2018,0,0,0,0,0,0,0,27,1,48,1,2,0,11,5,0,0,2,1,0,0,0,0,0,0,0,0,2,44,0,2,0,6
19550,B. Baningime,Beni,Baningime,,Midfielder,23,09/09/1998,Kinshasa,Congo DR,Congo DR,178 cm,70 kg,,6.485714,6.673437088408436,45,Everton,37,Premier League,2017-2018,0,0,0,0,0,0,0,67,0,84,6,1,2,23,9,4,1,1,4,1,0,0,0,0,0,0,0,8,192,1,7,1,13
18766,D. Calvert-Lewin,Dominic,Calvert-Lewin,,Attacker,24,16/03/1997,Sheffield,England,England,187 cm,71 kg,,6.771875,6.770916875513569,45,Everton,37,Premier League,2017-2018,0,43,17,4,0,6,0,300,20,63,15,1,10,482,196,43,21,27,43,4,0,0,4,0,0,0,0,32,1874,18,14,5,15
18768,C. Tosun,Cenk,Tosun,,Attacker,30,07/06/1991,Wetzlar,Germany,Turkey,183 cm,78 kg,,6.964285,6.882273991070466,45,Everton,37,Premier League,2017-2018,0,19,8,5,0,0,0,185,15,71,6,4,2,169,52,8,4,11,25,0,0,0,0,0,0,0,0,14,991,12,2,7,4
1432,Y. Bolasie,Yannick,Bolasie Yala,,Attacker,32,24/05/1989,Lyon,France,Congo DR,188 cm,84 kg,,6.54375,6.645656172519387,45,Everton,37,Premier League,2017-2018,0,19,7,1,0,0,0,132,4,61,8,0,4,117,47,36,17,11,12,0,0,0,0,0,0,0,0,16,855,11,5,9,9
18767,A. Lookman,Ademola,Lookman,,Attacker,24,20/10/1997,London,England,England,174 cm,78 kg,,6.5,6.704527522524675,45,Everton,37,Premier League,2017-2018,0,3,0,0,0,1,0,38,2,85,1,0,1,31,13,13,8,3,5,0,0,0,0,0,0,0,0,7,154,1,6,1,16
18763,J. McCarthy,James,McCarthy,,Midfielder,31,12/11/1990,Glasgow,Scotland,Republic of Ireland,180 cm,72 kg,,6.7,6.745251559929485,45,Everton,37,Premier League,2017-2018,0,1,0,0,0,0,0,72,1,74,9,2,5,30,18,3,3,2,3,0,0,0,0,0,0,0,0,4,207,3,1,3,1
18769,T. Walcott,Theo,Walcott,,Attacker,32,16/03/1989,London,England,England,176 cm,68 kg,,6.65,6.66255470512412,45,Everton,37,Premier League,2017-2018,0,0,0,3,0,0,0,14,0,52,1,0,1,6,2,1,1,0,1,2,0,0,0,0,0,0,0,14,1153,13,1,2,1
18775,D. Simpson,Danny,Simpson,,Defender,33,04/01/1987,Salford,England,England,176 cm,80 kg,,6.564285000000001,6.508627853527877,46,Leicester,37,Premier League,2017-2018,0,3,1,0,0,0,0,673,4,72,38,19,34,203,97,17,10,10,21,4,0,0,0,1,0,0,0,28,2312,27,1,7,3
19217,A. King,Andy,King,,Midfielder,32,29/10/1988,Barnstaple,England,Wales,184 cm,79 kg,,6.58,6.717930321455815,46,Leicester,37,Premier League,2017-2018,0,6,1,1,0,0,0,165,2,81,8,2,5,43,24,4,1,5,5,1,0,0,1,0,0,0,0,11,533,5,6,2,15
114,Adrien Silva,Adrien Sebastian,Perruchet Silva,,Midfielder,32,15/03/1989,Angoulême,France,Portugal,175 cm,69 kg,,6.572727,6.738284332150654,46,Leicester,37,Premier League,2017-2018,0,11,2,0,0,1,0,353,7,83,22,2,14,115,46,7,5,8,9,3,0,0,0,0,0,0,0,12,762,9,3,4,6
